acousticness,danceability,duration_ms,energy,song_title,artist
0.0123,0.428,221720,0.781,"Too Little, Too Late",JoJo
0.799,0.66,304293,0.255,Fast Car (feat. Kina Grannis),Kina Grannis
0.474,0.672,184960,0.396,In Your Arms,Kina Grannis
0.292,0.862,150707,0.351,Valentine,Kina Grannis
0.436,0.696,157187,0.439,The One You Say Goodnight To,Kina Grannis
0.167,0.631,253107,0.591,Gone,Kina Grannis
0.00634,0.637,195167,0.507,Strong Enough,Kina Grannis
0.226,0.546,231240,0.522,Without Me,Kina Grannis
0.0784,0.593,208000,0.872,L.A. Story,Sammy Adams
0.112,0.688,186800,0.795,Something About the Sunshine,Anna Margaret
0.114,0.586,176360,0.896,Like Nobody's Around,Big Time Rush
0.101,0.403,201720,0.883,Amazing,Big Time Rush
0.0987,0.614,201040,0.857,Boyfriend,Big Time Rush
0.0735,0.531,224333,0.771,Worldwide,Big Time Rush
0.0273,0.599,197587,0.888,Big Time Rush,Big Time Rush
0.178,0.644,200613,0.842,Popular Song,MIKA
0.0671,0.543,183960,0.852,All About Tonight - featuring Cymphonique Miller,How To Rock Cast
0.219,0.638,209933,0.705,Count On You,Big Time Rush
0.0196,0.437,175587,0.802,I Know You Know,Big Time Rush
0.000479,0.695,218187,0.579,Bring It All to Me,Blaque
0.0117,0.85,258113,0.398,Too Close,Next
0.0453,0.841,278467,0.552,I'm So Into You,SWV
0.409,0.618,291880,0.688,Don't Let Go (Love),En Vogue
0.0029,0.583,271093,0.681,Candy Rain,Soul For Real
0.067,0.829,243159,0.652,Wifey,Next
0.396,0.635,329907,0.53,On Bended Knee,Boyz II Men
0.267,0.809,275080,0.522,Get It On Tonite,Montell Jordan
0.074,0.642,348893,0.421,End Of The Road,Boyz II Men
0.105,0.563,235853,0.487,I'll Make Love To You,Boyz II Men
0.468,0.578,201280,0.375,Water Runs Dry,Boyz II Men
0.499,0.571,301587,0.447,A Song For Mama,Boyz II Men
0.0788,0.873,301200,0.591,Together Again,Janet Jackson
0.135,0.729,272360,0.914,Someone To Call My Lover,Janet Jackson
0.0264,0.815,283934,0.944,Escapade,Janet Jackson
0.0198,0.571,199640,0.87,Bye Bye Bye,*NSYNC
0.3,0.55,266293,0.563,This I Promise You - Radio Edit,*NSYNC
0.0479,0.647,191280,0.87,It's Gonna Be Me,*NSYNC
0.44,0.468,243493,0.535,God Must Have Spent a Little More Time on You - Remix,*NSYNC
0.0743,0.754,199787,0.946,I Want You Back - Radio Edit,*NSYNC
0.0412,0.841,175520,0.866,Pop - Radio Version,*NSYNC
0.00799,0.685,209560,0.872,Tearin' up My Heart - Radio Edit,*NSYNC
0.16,0.773,211907,0.801,As Long as You Love Me,Backstreet Boys
0.066,0.798,232027,0.862,Quit Playing Games (With My Heart),Backstreet Boys
0.0877,0.527,287027,0.578,I'll Never Break Your Heart,Backstreet Boys
0.0563,0.729,274827,0.561,All I Have to Give,Backstreet Boys
0.117,0.697,203600,0.856,The Call,Backstreet Boys
0.24,0.683,213027,0.687,I Want It That Way,Backstreet Boys
0.245,0.634,234587,0.624,Show Me the Meaning of Being Lonely,Backstreet Boys
0.252,0.571,230280,0.77,Shape of My Heart,Backstreet Boys
0.0522,0.862,301520,0.479,I'll Be Missing You (feat. 112),Diddy
0.397,0.66,268800,0.707,I Need A Girl (Part One) (feat. Usher & Loon),Diddy
0.31,0.596,232573,0.661,Where the Party At,Jagged Edge
0.26,0.725,296693,0.487,I Wanna Know,Joe
0.00819,0.651,232227,0.645,Stay,Ne-Yo
0.273,0.699,207187,0.592,So Sick,Ne-Yo
0.304,0.654,222000,0.564,When You're Mad,Ne-Yo
0.265,0.622,220853,0.503,Sexy Love,Ne-Yo
0.117,0.634,331240,0.528,All My Life,K-Ci & JoJo
0.0786,0.779,254067,0.711,Take Me There - Remix,Blackstreet
0.0058,0.686,267947,0.952,MMMBop,Hanson
0.0565,0.78,236827,0.69,Case Of The Ex (Whatcha Gonna Do),Mýa
0.207,0.833,209490,0.677,My Love Is Like...Wo - Main Mix/Album Version,Mýa
0.00373,0.592,250173,0.562,Angel of Mine - Radio Mix,Monica
0.243,0.652,294867,0.473,For You I Will,Monica
0.0862,0.621,230733,0.579,Two Wrongs,Wyclef Jean
0.0925,0.685,257173,0.784,Take Me As I Am,Wyclef Jean
0.0772,0.733,241133,0.744,Sweetest Girl (Dollar Bill),Wyclef Jean
0.0138,0.701,283093,0.457,Slow Jam,Usher
0.218,0.408,230000,0.582,Ironic - 2015 Remastered,Alanis Morissette
0.0227,0.816,247840,0.5,U Got It Bad,Usher
0.257,0.662,223440,0.507,My Boo,Usher
0.466,0.635,244160,0.54,Don't Love You No More (I'm Sorry),Craig David
0.163,0.622,249093,0.593,Let Me Love You,Mario
0.00541,0.538,214200,0.677,Just a Friend 2002 - Radio Edit,Mario
0.273,0.713,271333,0.678,Say My Name,Destiny's Child
0.00543,0.771,230200,0.685,"Jumpin', Jumpin'",Destiny's Child
0.362,0.73,221133,0.602,"Independent Women, Pt. I",Destiny's Child
0.139,0.845,256027,0.576,"Bills, Bills, Bills",Destiny's Child
0.102,0.721,263440,0.723,No More (Baby I'ma Do Right),3LW
0.0382,0.518,300573,0.666,Summer Is Over feat. Sara Bareilles,Jon McLaughlin
0.201,0.415,251640,0.661,Beautiful Disaster,Jon McLaughlin
0.245,0.319,252053,0.664,Human,Jon McLaughlin
0.787,0.386,226840,0.248,So Close,Jon McLaughlin
0.0193,0.439,206000,0.906,In Love With a Girl,Gavin DeGraw
0.789,0.764,224987,0.348,Simple Love Song,Anuhea
0.214,0.685,339733,0.607,Honeymoon Avenue,Ariana Grande
0.413,0.454,194707,0.521,Tattooed Heart,Ariana Grande
0.831,0.4,327773,0.337,Almost Is Never Enough,Nathan Sykes
0.789,0.664,145707,0.32,Perfect Harmony,Rags Cast
0.268,0.562,235947,0.659,Pyramid (feat. Iyaz),Charice
0.74,0.637,233000,0.659,Best Friend,Jason Chen
0.962,0.47,246896,0.271,Over And Over Again,Nathan Sykes
0.126,0.758,222733,0.699,Put Your Arms Around Me,Natasha Bedingfield
0.0269,0.704,196853,0.604,Try Everything,Shakira
0.39,0.712,181880,0.62,Starving,Hailee Steinfeld
0.00406,0.616,206013,0.709,I Dare You,Bea Miller
0.771,0.658,241813,0.566,Force of Nature,Bea Miller
0.0305,0.555,187973,0.79,Perfect Picture,Bea Miller
0.0278,0.51,164347,0.708,Tangled Up In Me,Skye Sweetnam
0.0273,0.487,208360,0.759,Why Can't I?,Liz Phair
0.0901,0.635,225400,0.977,God Is a DJ,P!nk
0.0637,0.406,224848,0.638,Save My Soul,JoJo
0.0368,0.277,244413,0.604,Mad Love.,JoJo
0.19,0.776,239880,0.507,Secret Love,JoJo
0.122,0.498,197847,0.586,Dear No One,Tori Kelly
0.466,0.657,204960,0.485,First Heartbreak,Tori Kelly
0.104,0.652,249960,0.621,Video,India.Arie
0.152,0.494,227928,0.542,"Beauty and the Beast - From ""Beauty and the Beast""",Ariana Grande
0.0458,0.732,241387,0.772,I2I,Tevin Campbell
0.00411,0.557,242973,0.796,Confetti Falling,Big Time Rush
0.211,0.627,245200,0.669,You Gotta Be,Des'ree
0.429,0.616,169307,0.401,Can't Blame a Girl for Trying,Sabrina Carpenter
0.00486,0.586,192720,0.637,Eyes Wide Open,Sabrina Carpenter
0.00397,0.763,187960,0.569,"Wildside - From ""Adventures in Babysitting""",Sofia Carson
0.256,0.539,243773,0.658,Can I Have This Dance,High School Musical Cast
0.4,0.679,266867,0.657,Hold On,Wilson Phillips
0.0156,0.627,164840,0.871,Be My Baby,Bea Miller
0.828,0.717,260187,0.32,Photograph (feat. Bea Miller),Boyce Avenue
0.41,0.694,244189,0.472,Closer (feat. Sarah Hyland),Boyce Avenue
0.299,0.51,178320,0.602,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",Hailee Steinfeld
0.382,0.428,291640,0.514,From This Moment On,Shania Twain
0.45,0.551,212560,0.527,You're Still The One,Shania Twain
0.0136,0.523,214827,0.828,Everywhere,Michelle Branch
0.00509,0.571,234147,0.89,Just The Girl,The Click Five
0.0535,0.5,217440,0.802,Pieces Of Me,Ashlee Simpson
0.000668,0.493,202496,0.956,She Looks So Perfect,5 Seconds of Summer
0.00216,0.659,216454,0.9,She's Kinda Hot,5 Seconds of Summer
0.0236,0.92,293827,0.654,Billie Jean,Michael Jackson
0.0491,0.779,258040,0.867,Beat It - Single Version,Michael Jackson
0.11,0.758,198507,0.927,Black or White - Single Version,Michael Jackson
0.0367,0.608,297400,0.816,The Way You Make Me Feel,Michael Jackson
0.43,0.794,319307,0.798,Man In The Mirror,Michael Jackson
0.23,0.888,238733,0.815,P.Y.T. (Pretty Young Thing),Michael Jackson
0.00388,0.492,186867,0.797,Ultimate,Lindsay Lohan
0.107,0.632,249147,0.518,If I Were a Boy,Beyoncé
0.143,0.658,252053,0.696,With You,Chris Brown
0.0371,0.672,278036,0.819,Forever,Chris Brown
0.309,0.421,285120,0.407,A Thousand Years,Christina Perri
0.0345,0.589,207145,0.83,Gave Me Something,Jess Glynne
0.00159,0.642,227344,0.823,Hold My Hand,Jess Glynne
0.106,0.677,152333,0.437,"When Will My Life Begin - From ""Tangled""/Soundtrack Version",Mandy Moore
0.845,0.24,224240,0.16,"I See the Light - From ""Tangled""/Soundtrack Version",Mandy Moore
0.0647,0.575,244667,0.886,Torn,Natalie Imbruglia
0.197,0.794,281773,0.891,Ain't Nobody,Chaka Khan
0.0029,0.555,271560,0.63,Dreams,The Cranberries
0.307,0.556,251253,0.517,I Knew I Loved You,Savage Garden
0.413,0.625,270333,0.426,Un-Break My Heart,Toni Braxton
0.0704,0.689,269173,0.677,Breathe Again,Toni Braxton
0.0117,0.852,267440,0.563,You're Makin' Me High,Toni Braxton
0.371,0.814,268040,0.431,My Little Secret,Xscape
0.0527,0.701,255453,0.383,One Of Those Love Songs,Xscape
0.415,0.773,256720,0.309,Softest Place On Earth,Xscape
0.311,0.657,260427,0.456,The Arms of the One Who Loves You,Xscape
0.00947,0.739,261933,0.947,He Wasn't Man Enough,Toni Braxton
0.259,0.534,249813,0.642,Secret Love Song,Little Mix
0.784,0.485,180640,0.332,I Can't Fall in Love Without You,Zara Larsson
0.965,0.71,275280,0.0565,Lost Boy,Ruth B.
0.524,0.849,203720,0.531,Yesterday,Atmosphere
0.622,0.413,168480,0.439,Honest,Joseph
0.904,0.513,193917,0.274,When Will I Learn,Kina Grannis
0.701,0.447,171046,0.288,Lady Brain,The Harmaleighs
0.265,0.546,201413,0.76,Cleopatra,The Lumineers
0.286,0.614,264151,0.549,Heavy,Birdtalker
0.0299,0.604,203310,0.841,Celeste,Ezra Vine
0.859,0.606,201333,0.411,Don't Say,Lullanas
0.323,0.661,186492,0.544,Like Home,Colin & Caroline
0.395,0.644,195107,0.523,I Know,Sammy Brue
0.208,0.645,150706,0.52,Adventurers,Holley Maher
0.0897,0.499,195000,0.94,Back to You,WILD
0.185,0.52,238093,0.497,Memorial Day,The Accidentals
0.0754,0.655,202163,0.873,Fire,Majozi
0.245,0.602,156360,0.771,I Keep Ticking On,The Harmaleighs
0.266,0.626,233760,0.601,Automatic,Castro
0.58,0.599,245960,0.699,Ohio - filous Remix,Damien Jurado
0.0331,0.678,198760,0.783,I Took A Pill In Ibiza - Seeb Remix,Mike Posner
0.0816,0.611,152869,0.487,Bath Salts,Travis Hayes
0.994,0.206,336000,0.0347,"Nocturne No.1 In B Flat Minor, Op.9 No.1",Frédéric Chopin
0.00832,0.64,268360,0.864,Semi-Charmed Life,Third Eye Blind
0.211,0.581,272507,0.817,Mr. Jones,Counting Crows
0.00162,0.543,256733,0.912,Two Princes,Spin Doctors
9.24E-05,0.547,239227,0.693,Save Tonight,Eagle-Eye Cherry
0.00117,0.464,236067,0.785,Hey Jealousy,Gin Blossoms
0.000372,0.615,185093,0.657,Good,Better Than Ezra
0.00131,0.417,263280,0.946,If You Could Only See,Tonic
0.171,0.618,300773,0.896,You Get What You Give,New Radicals
0.00913,0.638,238093,0.666,Why I'm Here,Oleander
0.00468,0.499,134200,0.873,Lump,The Presidents Of The United States Of America
0.0108,0.743,243333,0.67,Someday - Remastered,Sugar Ray
0.0558,0.6,196116,0.811,All I Want,Toad The Wet Sprocket
0.0067,0.42,238667,0.672,Push,Matchbox Twenty
0.16,0.561,295493,0.555,What's Up?,4 Non Blondes
0.000891,0.481,189333,0.94,Absolutely (Story of a Girl) - Radio Mix,Nine Days
0.417,0.566,132307,0.804,Roll To Me,Del Amitri
0.0437,0.637,208493,0.846,Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls
0.114,0.483,219467,0.818,Inside Out,Eve 6
0.219,0.701,144333,0.261,Blister in the Sun - 2002 Remastered Version,Violent Femmes
0.00971,0.498,215573,0.685,Cannonball,The Breeders
0.00133,0.291,289907,0.79,Iris,The Goo Goo Dolls
0.0271,0.48,164467,0.891,Into Your Arms,The Lemonheads
0.25,0.58,235173,0.575,Mmm Mmm Mmm Mmm,Crash Test Dummies
0.35,0.926,199853,0.916,Hollaback Girl,Gwen Stefani
0.0584,0.967,242733,0.583,SexyBack,Justin Timberlake
0.0823,0.741,289133,0.748,I Gotta Feeling,The Black Eyed Peas
0.185,0.757,211160,0.725,...Baby One More Time,Britney Spears
0.173,0.618,217893,0.794,Genie In A Bottle (Album Version),Christina Aguilera
0.139,0.671,243493,0.727,Fantasy,Mariah Carey
0.0251,0.743,214400,0.675,No Scrubs,TLC
0.0661,0.639,232987,0.849,Drive,Incubus
0.00129,0.494,169027,0.946,My Own Worst Enemy,Lit
0.101,0.768,173027,0.864,Wannabe - Radio Edit,Spice Girls
0.0028,0.686,211000,0.915,Tearin' up My Heart - Radio Edit,*NSYNC
0.313,0.593,239440,0.642,I Try,Macy Gray
0.25,0.295,225933,0.593,Ironic,Alanis Morissette
1.92E-05,0.439,234800,0.931,Learn to Fly,Foo Fighters
0.16,0.609,294987,0.923,Smooth,Santana
0.161,0.667,213000,0.728,I Want It That Way,Backstreet Boys
0.43,0.566,279400,0.705,Truly Madly Deeply,Savage Garden
0.0534,0.748,198067,0.939,(You Drive Me) Crazy,Britney Spears
0.0962,0.72,188107,0.898,Pretty Fly (For a White Guy),The Offspring
0.0449,0.706,225253,0.893,Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys
0.153,0.831,239227,0.921,Remember the Time,Michael Jackson
0.0863,0.675,239933,0.553,Meet Virginia,Train
0.363,0.622,195467,0.692,Last Kiss,Pearl Jam
0.000501,0.749,195107,0.745,Jump,Kris Kross
0.0296,0.6,270427,0.931,"Girls, Girls, Girls",Mötley Crüe
0.0475,0.559,209413,0.868,Don't Stop Me Now - Remastered 2011,Queen
0.632,0.631,219160,0.363,Coming Around Again,Carly Simon
0.284,0.778,218093,0.824,Hips Don't Lie,Shakira
0.00542,0.875,272080,0.631,Don't Cha,The Pussycat Dolls
0.00281,0.633,197124,0.976,Every time we touch,Cascada
0.101,0.835,272533,0.687,Where Is The Love?,The Black Eyed Peas
0.0446,0.853,267080,0.676,Don't Stop The Music,Rihanna
0.0559,0.514,254027,0.911,Survivor,Destiny's Child
0.00125,0.649,230747,0.815,Last Friday Night (T.G.I.F.),Katy Perry
0.265,0.793,197027,0.832,"Whenever, Wherever",Shakira
0.12,0.851,237200,0.806,Poker Face,Lady Gaga
0.0572,0.585,244507,0.776,Complicated,Avril Lavigne
0.132,0.658,243493,0.781,Das Lied Der Schluempfe,Vader Abraham
0.121,0.81,226333,0.885,Because We Want To,Billie Piper
0.0174,0.757,205080,0.902,Cheeky Song (Touch My Bum),The Cheeky Girls
0.00599,0.618,187760,0.96,Agadoo - original,Black Lace
0.0561,0.766,204960,0.725,Achy Breaky Heart,Billy Ray Cyrus
0.00733,0.845,187840,0.768,Jenny from the Block - Track Masters Remix,Jennifer Lopez
0.0581,0.64,272160,0.947,Look At Me,Geri Halliwell
0.0803,0.524,393827,0.429,(Everything I Do) I Do It For You,Bryan Adams
0.573,0.498,200400,0.467,Against All Odds (Take a Look at Me Now),Mariah Carey
0.284,0.672,212288,0.709,Anyone Can Fall In Love,Anita Dobson
0.674,0.528,182213,0.271,There's No One Quite Like Grandma - 2003 Remastered Version,St. Winifred's School Choir
0.453,0.511,406280,0.453,Earth Song - Remastered Version,Michael Jackson
0.342,0.53,259040,0.445,The Lady In Red,Chris de Burgh
0.707,0.433,281253,0.364,"My Heart Will Go On (Love Theme from ""Titanic"")",Céline Dion
0.267,0.563,315787,0.847,Can I Touch You...There?,Michael Bolton
0.25,0.764,205507,0.811,Lucky,Britney Spears
0.00754,0.653,238693,0.933,Believe,Cher
0.422,0.927,249382,0.721,Macarena,Los Del Rio
0.16,0.85,234827,0.623,Boys,Sabrina
0.441,0.762,193160,0.705,Shaddap You Face,Joe Dolce
0.0336,0.959,268840,0.545,Ice Ice Baby,Vanilla Ice
0.154,0.664,222029,0.679,Touch Me (I Want Your Body),Samantha Fox
0.719,0.836,204827,0.395,Grandad,Clive Dunn
0.537,0.191,184800,0.664,Puppy Love,Donny Osmond
0.00769,0.771,197933,0.812,Girl You Know It's True,Milli Vanilli
0.0588,0.653,216613,0.748,Mysterious Girl,Peter Andre
0.721,0.366,191009,0.363,Every Loser Wins,Nick Berry
0.00513,0.685,267947,0.948,MMMBop,Hanson
0.677,0.423,322933,0.655,I'd Do Anything For Love (But I Won't Do That),Meat Loaf
0.483,0.687,152400,0.724,"To Roz Bikini (Itsy, Bitsy, Teenie, Weenie)",Polina
0.00141,0.895,179000,0.883,Hoochie Mama,2 LIVE CREW
0.0459,0.616,252040,0.91,Rockstar,Nickelback
0.288,0.668,312640,0.897,Miracles,Insane Clown Posse
0.0364,0.549,202787,0.576,Fuck You Bitch,Wheeler Walker Jr.
0.141,0.615,203067,0.403,Fog On the Tyne,Lindisfarne
0.0423,0.854,222080,0.903,Cha Cha Slide,Mr. C
0.00135,0.446,223840,0.764,How You Remind Me - LP Mix,Nickelback
0.000204,0.614,211067,0.873,Burn It To The Ground,Nickelback
8.67E-05,0.485,249067,0.911,If Today Was Your Last Day,Nickelback
0.000102,0.446,190787,0.9,When We Stand Together,Nickelback
0.0707,0.947,150152,0.829,Fuck Kd,StaRR Lyfe
0.17,0.466,183484,0.72,Now I Do What I Want,Lil Zay Poppin
0.342,0.591,178026,0.75,300 Violin Orchestra,Jorge Quintero
0.00574,0.682,192000,0.812,Shape of You (Major Lazer Remix) [feat. Nyla & Kranium],Ed Sheeran
0.181,0.585,249213,0.612,Party Monster,The Weeknd
0.00194,0.616,208332,0.908,U got 2 believe,Paulo Mendonca
0.626,0.682,224000,0.518,Sah,Al Massrieen
0.119,0.904,217587,0.517,Oh Devil,Electric Guest
0.00701,0.578,199080,0.866,Shut Up and Dance,WALK THE MOON
0.00173,0.472,321280,0.844,Anna Sun,WALK THE MOON
0.0283,0.421,175907,0.831,Work This Body,WALK THE MOON
8.39E-05,0.467,209187,0.794,Tightrope,WALK THE MOON
0.000797,0.48,222053,0.826,Different Colors,WALK THE MOON
0.00059,0.594,218720,0.858,Avalanche,WALK THE MOON
0.000366,0.544,245133,0.788,Jenny,WALK THE MOON
0.00749,0.446,241253,0.881,Portugal,WALK THE MOON
0.0019,0.551,195280,0.732,Quesadilla,WALK THE MOON
0.51,0.63,240000,0.772,Aquaman,WALK THE MOON
0.0202,0.333,174240,0.913,Paris - Pegboard Nerds Remix,The Chainsmokers
0.00363,0.743,259889,0.889,Quit You - Wuki Remix,Lost Kings
0.00087,0.465,265600,0.953,Don't Let Me Down - Zomboy Remix,The Chainsmokers
0.0316,0.68,211853,0.725,Faded - Slushii Remix,Alan Walker
0.00499,0.619,245656,0.949,Can't Get Enough - Pegboard Nerds Remix,Tommie Sunshine
0.0935,0.52,231667,0.809,Light - Loosid Remix,San Holo
0.00262,0.484,224320,0.609,Something Just Like This - ARMNHMR Remix,The Chainsmokers
0.0301,0.583,224092,0.891,Without U,Steve Aoki
0.000461,0.562,201031,0.96,Hold Up,Borgeous
0.0969,0.595,198400,0.975,Phone Down - Dodge & Fuski Remix,Lost Kings
0.0216,0.526,216072,0.825,Spoon Me - Slushii Remix,Elliphant
0.178,0.501,202839,0.683,Scared To Be Lonely (Conro Remix),Martin Garrix
0.00217,0.639,296276,0.978,Let It Go - Scott Melker & Mister Gray Remix,NERVO
0.0541,0.646,160408,0.714,"Call On Me - EDWYNN X TIKAL, Spirix Remix",Starley
0.00499,0.595,224000,0.837,Aamon,Kuuro
0.00231,0.624,206013,0.971,Hey Baby - Steve Aoki Remix,Dimitri Vegas & Like Mike
0.000586,0.528,245053,0.879,Brightside - Borgeous Remix,Icona Pop
0.00106,0.584,274404,0.932,Like A Bitch - Kill The Noise Remix,Kill The Noise
0.0877,0.894,182182,0.892,Candy,Dillon Francis
0.00857,0.637,207200,0.935,Habit - Dack Janiels & Wenzday Remix,Rain Man
0.00164,0.557,185600,0.992,First Contact,Twin Moons
0.00281,0.446,204520,0.915,I Wanna Get Better,Bleachers
